INSERT INTO partorder (purchase_order_number, vin, order_number, part_vendor_name, username, total_cost) VALUES ('036EG6XGHFJ822528-001', '036EG6XGHFJ822528', '1', 'Bioholding', 'user09', 81.07000000000001);
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('RE-PACBS0186', 'XPBUWRX56F6412345-001', 'Caliper', 'received', '79.35', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('RE-EAEESS0058', 'Z0405USEZKH796737-002', 'Battery control system', 'installed', '59.65', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('RE-BAE0010', 'ZBZRLDKTF22899385-002', 'Grille', 'installed', '54.67', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('RE-EAEGAM0062', 'ZBZRLDKTF22899385-002', 'Ammeter', 'installed', '90.21', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('RE-PACBS0164', 'ZBZRLDKTF22899385-002', 'ABS steel pin', 'installed', '4.70', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SD-BAE0009', '0O56VQ0TP1C342110-003', 'Front fascia and header panel', 'installed', '113.40', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SD-EAEIS0078', '0O56VQ0TP1C342110-003', 'Ignition box', 'installed', '247.32', '4');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SD-EAEGAM0070', '1GIQVMBR2A2798107-001', 'Temperature gauge', 'installed', '59.63', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SD-EAES0096', '1GIQVMBR2A2798107-001', 'Crankshaft position sensor', 'installed', '57.09', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SD-PACBS0184', '1GIQVMBR2A2798107-001', 'Brake warning light', 'installed', '110.59', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SD-BAE0015', '1GIQVMBR2A2798107-004', 'Roof Rack', 'installed', '68.06', '2');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SD-EAECS0048', '1GIQVMBR2A2798107-004', 'Alternator', 'installed', '70.38', '3');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SD-ICS0162', '1GIQVMBR2A2798107-004', 'Seat track', 'installed', '36.92', '2');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SD-BAED0032', '1RMG763RUOZ482821-001', 'Centre Locking', 'ordered', '122.21', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SD-EAEGAM0073', '1RMG763RUOZ482821-001', 'Voltmeter', 'installed', '32.48', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SD-ICS0160', '1RMG763RUOZ482821-001', 'Seat bracket', 'installed', '101.70', '5');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SD-EAEM0144', '1V61QHRD20E210923-001', 'Relay connector', 'ordered', '48.31', '3');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SD-EAEGAM0074', '2CB6WLH88NB344487-003', 'Water temperature meter', 'installed', '57.40', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SD-EAEIS0076', '2CB6WLH88NB344487-003', 'Distributor', 'installed', '37.76', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SD-EAESS0115', '2CB6WLH88NB344487-003', 'Starter', 'installed', '8.44', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SD-PACBS0188', '2CB6WLH88NB344487-003', 'Dual circuit brake system', 'installed', '46.04', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SD-EAECS0050', '2DHOH4P4672123749-005', 'Alternator bracket', 'installed', '104.16', '2');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SD-PACBS0182', '2DHOH4P4672123749-005', 'Brake lining', 'installed', '10.69', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SD-EAEGAM0073', '2LUXDFJTYZA796766-002', 'Voltmeter', 'installed', '102.23', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SD-EAEIS0076', '2LUXDFJTYZA796766-002', 'Distributor', 'received', '84.46', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SD-EAELASS0087', '2LUXDFJTYZA796766-002', 'Headlight motor', 'installed', '30.66', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SD-PACBS0163', '2LUXDFJTYZA796766-002', 'Anti-lock braking system', 'installed', '55.51', '2');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SD-BAED0027', '2Y1UCXYY50T192604-002', 'Door seal', 'installed', '173.53', '4');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SD-EAEGAM0071', '2Y1UCXYY50T192604-002', 'Tire pressure gauge', 'installed', '167.62', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SD-EAESS0117', '2Y1UCXYY50T192604-002', 'Starter Motor', 'installed', '15.44', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SD-PACBS0183', '2Y1UCXYY50T192604-002', 'Shoe web', 'installed', '75.22', '4');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SD-EAEM0143', '2YTUEYSLDJG398062-002', 'Performance Monitor', 'installed', '14.87', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SD-BAE0014', '55M41D1AGKW204016-001', 'Rocker panel', 'installed', '55.62', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SD-EAES0126', '55M41D1AGKW204016-001', 'Thermostat', 'installed', '49.30', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SD-BAED0023', '5T3XYBUNB63008211-003', 'Door beam and panel', 'installed', '111.97', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SD-EAEGAM0065', '5T3XYBUNB63008211-003', 'Fuel gauge', 'installed', '175.82', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SD-PACBS0179', '5T3XYBUNB63008211-003', 'Brake rotor', 'installed', '202.13', '2');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SD-EAEGAM0067', '6LYU65SHD4H127612-001', 'Odometer', 'installed', '47.45', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SD-EAEIS0076', '6LYU65SHD4H127612-001', 'Distributor', 'received', '53.19', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SD-BAED0029', 'ANW7EMLQVI6782246-001', 'Hinge', 'installed', '37.67', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SD-EAEM0140', 'ANW7EMLQVI6782246-001', 'Fuse', 'installed', '30.49', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SD-EAES0095', 'ANW7EMLQVI6782246-001', 'Camshaft position sensor', 'received', '40.20', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SD-EAESS0119', 'ANW7EMLQVI6782246-001', 'Spark Plug', 'received', '37.64', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SD-BAEW0035', 'AOIDQU2ROYY946376-002', 'Sunroof motor', 'installed', '166.83', '2');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SD-EAES0102', 'EUNRBUAUCXQ934676-002', 'Oxygen sensor', 'installed', '22.07', '2');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SD-EAES0098', 'IQ73NEIBJNB403342-002', 'Fuel level sensor', 'installed', '34.24', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SD-EAESS0115', 'IQ73NEIBJNB403342-002', 'Starter', 'installed', '1.81', '2');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SD-EAEWH0128', 'IQ73NEIBJNB403342-002', 'Air conditioning harness', 'installed', '36.11', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SD-PACBS0183', 'IQ73NEIBJNB403342-002', 'Shoe web', 'installed', '37.56', '4');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SD-EAEM0150', 'L535DHDAU62985677-001', 'Wiring connector', 'installed', '98.15', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SD-EAES0094', 'M0S6NVFHN2E042385-001', 'Anti-pinch sensor', 'installed', '203.99', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SD-EAEAD0047', 'M3VW8YIQKWT779745-006', 'Subwoofer', 'installed', '142.58', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SD-EAEM0137', 'M3VW8YIQKWT779745-006', 'Door contact', 'installed', '183.33', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SD-EAES0112', 'M3VW8YIQKWT779745-006', 'IMA sensor', 'installed', '14.82', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SD-PACBS0168', 'M3VW8YIQKWT779745-006', 'Brake backing plate', 'installed', '71.04', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SD-EAEM0143', 'MATGJILCBL4124189-001', 'Performance Monitor', 'installed', '22.35', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SD-EAES0106', 'MATGJILCBL4124189-001', 'Rotational sensor', 'installed', '30.80', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SD-EAESS0117', 'MATGJILCBL4124189-001', 'Starter Motor', 'installed', '19.76', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SD-PACBS0193', 'MATGJILCBL4124189-001', 'Brake duct hose', 'installed', '18.70', '2');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SD-EAEESS0057', 'MM2NLRDRNXX156196-001', 'Battery cable', 'installed', '1.22', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SD-EAES0097', 'MM2NLRDRNXX156196-001', 'Engine sensor', 'installed', '571.90', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SD-ICS0161', 'MM2NLRDRNXX156196-001', 'Seat cover', 'installed', '302.35', '4');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SD-BAE0011', 'NKY5WJPCYVC675161-005', 'Pillar and hard trim', 'received', '22.12', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SD-EAEM0146', 'NKY5WJPCYVC675161-005', 'Shift improver', 'installed', '146.88', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SD-PACBS0165', 'NKY5WJPCYVC675161-005', 'Adjusting mechanism', 'ordered', '87.42', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SD-PACBS0184', 'NKY5WJPCYVC675161-005', 'Brake warning light', 'ordered', '134.38', '4');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SD-EAEESS0059', 'Q3TT4GKZDHK659352-002', 'Battery plate', 'installed', '0.98', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SD-EAES0093', 'Q3TT4GKZDHK659352-002', 'Airbag sensor', 'installed', '38.95', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SD-EAEGAM0071', 'SLY1Q4WQXLP675951-005', 'Tire pressure gauge', 'installed', '25.61', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SD-EAELASS0090', 'SLY1Q4WQXLP675951-005', 'Side lighting', 'installed', '36.80', '2');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SD-EAEM0148', 'SLY1Q4WQXLP675951-005', 'Speedometer calibrator', 'installed', '26.07', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SD-EAES0104', 'VTVE6444244403193-006', 'Pressure sensor', 'installed', '43.82', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SD-PACBS0165', 'VTVE6444244403193-006', 'Adjusting mechanism', 'installed', '7.68', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SD-BAED0030', 'W17V1HTH5IW129737-001', 'Door and bonnet', 'received', '61.05', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SD-BAEW0039', 'W17V1HTH5IW129737-001', 'Windshield washer motor', 'received', '80.16', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SD-EAES0121', 'W17V1HTH5IW129737-001', 'Ignition Switch', 'received', '57.81', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SD-EAESS0116', 'W17V1HTH5IW129737-001', 'Starter drive', 'received', '55.33', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SD-BAE0022', 'W17V1HTH5IW129737-003', 'Welded assembly', 'ordered', '50.94', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SD-BAED0029', 'W17V1HTH5IW129737-003', 'Hinge', 'installed', '47.60', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SD-EAEIS0079', 'W17V1HTH5IW129737-003', 'Ignition Coil', 'received', '74.47', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SD-PACBS0179', 'W17V1HTH5IW129737-003', 'Brake rotor', 'ordered', '30.94', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SD-BAED0031', 'XUYF42BKSWK479574-001', 'Lock', 'installed', '58.30', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SD-EAEIS0081', 'XUYF42BKSWK479574-001', 'Ignition controller', 'installed', '35.72', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SD-BAE0011', 'YFV4PPW4SW8405660-003', 'Pillar and hard trim', 'installed', '2.86', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SD-BAE0012', 'YFV4PPW4SW8405660-003', 'Quarter panel', 'installed', '88.94', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SD-EAEIS0075', 'YFV4PPW4SW8405660-003', 'Coil wire', 'installed', '180.74', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('SD-BAED0031', 'YIRV4C5U8MN581204-001', 'Lock', 'installed', '71.03', '1');
